,Company,url,Category,Sub_Category,industry,financials_arr_max,financials_arr_min,financials_revenue_2016,financials_revenue_2017,financials_num_customers_max,financials_num_customers_min
137,Perkville,perkville.com,Social & Relationships,"Advocacy, Loyalty & Referrals",Marketing Automation,3000000.0,2400000.0,1800000,2400000.0,23000.0,23000.0
138,Referral Saasquatch,referralsaasquatch.com,Social & Relationships,"Advocacy, Loyalty & Referrals",Marketing Automation,1000000.0,1000000.0,500000,1080000.0,100.0,100.0
139,Zinrelo,zinrelo.com,Social & Relationships,"Advocacy, Loyalty & Referrals",Marketing Automation,12000000.0,9500000.0,6300000,9600000.0,500.0,500.0
140,Hypr,hyprbrands.com,Social & Relationships,Influencers,Marketing Automation,9000000.0,0.0,1300000,7560000.0,200.0,200.0
141,Influenster,influenster.com,Social & Relationships,Influencers,Marketing Automation,15000000.0,12000000.0,10000000,12000000.0,0.0,150.0
142,Insightpool,insightpool.com,Social & Relationships,Influencers,Marketing Automation,3600000.0,3600000.0,3600000,3600000.0,100.0,100.0
143,Markerly,markerly.com,Social & Relationships,Influencers,Marketing Automation,0.0,720000.0,720000,720000.0,100.0,30.0
144,BirdEye,birdeye.com,Social & Relationships,Community & Reviews,Marketing Automation,30000000.0,21600000.0,13000000,21600000.0,10000.0,10000.0
145,introNetworks,intronetworks.com,Social & Relationships,Community & Reviews,Human Resources,12000000.0,12000000.0,12000000,12000000.0,50.0,50.0
146,Podium,podium.com,Social & Relationships,Community & Reviews,Marketing Automation,12000000.0,12000000.0,12000000,0.0,6500.0,6500.0
147,ShopperApproved,shopperapproved.com,Social & Relationships,Community & Reviews,Marketing Automation,6000000.0,6000000.0,3700000,6000000.0,7000.0,7000.0
148,Pulse insights,pulseinsights.com,Social & Relationships,Feedback & Chat,Marketing Automation,0.0,1000000.0,500000,960000.0,0.0,10.0
149,Pure Chat,purechat.com,Social & Relationships,Feedback & Chat,Sales Automation,1300000.0,1300000.0,780000,1296000.0,0.0,4000.0
150,Qualtrics,qualtrics.com,Social & Relationships,Feedback & Chat,Business Intelligence,0.0,250000000.0,249600000,249600000.0,9000.0,9000.0
151,Rant & Rave,rantandrave.com,Social & Relationships,Feedback & Chat,Sales Automation,0.0,28000000.0,20000000,27600000.0,285.0,285.0
152,Tagove,tagove.com,Social & Relationships,Feedback & Chat,Sales Automation,780000.0,780000.0,120000,780000.0,1300.0,1300.0
153,CloudCherry,getcloudcherry.com,Social & Relationships,"Customer Experience, Service & Success",Human Resources,1200000.0,1000000.0,333333,1056000.0,100.0,100.0
154,HelpScout,helpscout.net,Social & Relationships,"Customer Experience, Service & Success",Misc,15120000.0,15120000.0,6000000,15120000.0,9000.0,9000.0
155,Kustomer,kustomer.com,Social & Relationships,"Customer Experience, Service & Success",Sales Automation,0.0,1200000.0,1200000,1200000.0,10000.0,1000.0
156,Optimove,optimove.com,Social & Relationships,"Customer Experience, Service & Success",Sales Automation,100000000.0,25000000.0,13500000,27816000.0,0.0,214.0
157,Pendo,pendo.io,Social & Relationships,"Customer Experience, Service & Success",Sales Automation,14400000.0,14400000.0,4800000,14400000.0,400.0,400.0
158,Apptivo,apptivo.com,Social & Relationships,CRM,Sales Automation,9600000.0,8400000.0,8400000,8400000.0,80000.0,80000.0
159,Batchbook,batchbook.com,Social & Relationships,CRM,Sales Automation,5040000.0,5040000.0,5040000,0.0,10000.0,10000.0
160,Contactually,contactually.com,Social & Relationships,CRM,Sales Automation,8400000.0,8400000.0,8400000,8400000.0,12000.0,12000.0
161,Neon,neoncrm.com,Social & Relationships,CRM,Sales Automation,8000000.0,6000000.0,5400000,6000000.0,3000.0,3000.0
162,Nimble,nimble.com,Social & Relationships,CRM,Sales Automation,2700000.0,2700000.0,2000000,2700000.0,10500.0,10500.0
163,ProsperWorks,prosperworks.com,Social & Relationships,CRM,Sales Automation,24000000.0,24000000.0,24000000,0.0,40000.0,40000.0
164,Salesflare,salesflare.com,Social & Relationships,CRM,Sales Automation,360000.0,36000.0,36000,36000.0,1000.0,100.0
165,Vtiger,vtiger.com,Social & Relationships,CRM,Sales Automation,3600000.0,3600000.0,2640000,3600000.0,3000.0,3000.0
166,Celect,celect.com,Commerce & Sales,"Retail, Proximity & IoT Marketing",Business Intelligence,6000000.0,6000000.0,2400000,6000000.0,20.0,10.0
167,Enplug,enplug.com,Commerce & Sales,"Retail, Proximity & IoT Marketing",Marketing Automation,4800000.0,4800000.0,2400000,4800000.0,0.0,1000.0
168,Infoscout,infoscout.co,Commerce & Sales,"Retail, Proximity & IoT Marketing",Business Intelligence,45000000.0,30000000.0,15000000,45999264.0,184.0,184.0
169,Chatmeter,chatmeter.com,Commerce & Sales,"Channel, Partner & Local Marketing",Marketing Automation,0.0,10000000.0,9000000,9960000.0,1000.0,100.0
170,Fision,fisiononline.com,Commerce & Sales,"Channel, Partner & Local Marketing",Team Communication,0.0,1000000.0,500000,999996.0,100.0,25.0
171,GrowSumo,growsumo.com,Commerce & Sales,"Channel, Partner & Local Marketing",Marketing Automation,3600000.0,0.0,3600000,3600000.0,200.0,200.0
172,Logicbay,logicbay.com,Commerce & Sales,"Channel, Partner & Local Marketing",Sales Automation,15000000.0,10000000.0,9090000,9999996.0,0.0,60.0
173,Socialrep,socialrep.com,Commerce & Sales,"Channel, Partner & Local Marketing",Business Intelligence,1200000.0,800000.0,500000,799992.0,3.0,3.0
174,Structuredweb,structuredweb.com,Commerce & Sales,"Channel, Partner & Local Marketing",Marketing Automation,8640000.0,8640000.0,7200000,8640000.0,36.0,36.0
175,Cirrus Insight,cirrusinsight.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,14400000.0,12000000.0,7680000,12000000.0,150000.0,150000.0
176,Cliently,cliently.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Marketing Automation,40000.0,40000.0,39996,0.0,13.0,13.0
177,Close.io,close.io,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,0.0,2400000.0,2400000,0.0,5000.0,500.0
178,Datanyze,datanyze.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Business Intelligence,6000000.0,6000000.0,6000000,0.0,500.0,500.0
179,DialSource,dialsource.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,27600000.0,12000000.0,9000000,12000000.0,1000.0,200.0
180,DocSend,docsend.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,0.0,1200000.0,1200000,1200000.0,0.0,10000.0
181,Fileboard,fileboard.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,20400000.0,20400000.0,20400000,0.0,800.0,800.0
182,FullContact,fullcontact.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,120000000.0,12000000.0,12000000,0.0,0.0,50000.0
183,GetAccept,getaccept.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,1700000.0,1700000.0,528000,670000.0,4700.0,4700.0
184,HG Focus,hgdata.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,12000000.0,10000000.0,9996000,0.0,200.0,200.0
185,LeadFuze,leadfuze.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Marketing Automation,367500.0,367500.0,294000,367500.0,175.0,175.0
186,LeadGnome,leadgnome.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Marketing Automation,500000.0,200000.0,100000,249600.0,100.0,12.0
187,Nova.ai,nova.ai,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,0.0,1800000.0,1800000,1800000.0,1000.0,1000.0
188,OneMob,onemob.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,2400000.0,2400000.0,1200000,2400000.0,10000.0,10000.0
189,Outreach,outreach.io,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,63360000.0,63360000.0,33600000,63360000.0,2200.0,2200.0
190,Pipedrive,pipedrive.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,0.0,12000000.0,12000000,0.0,30000.0,30000.0
191,PredictLeads,predictleads.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Business Intelligence,300000.0,150000.0,150000,150000.0,30.0,30.0
192,ProLeads,proleads.io,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Marketing Automation,450000.0,90000.0,90000,90000.0,500.0,100.0
193,Proposable,proposable.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,300000.0,300000.0,300000,300000.0,300.0,300.0
194,Prospect.io,prospect.io,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,636000.0,636000.0,163200,636000.0,650.0,650.0
195,Repsly,repsly.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,4200000.0,4200000.0,2000000,4200000.0,1000.0,1000.0
196,Showpad,showpad.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,30000000.0,30000000.0,20000000,30000000.0,1000.0,1000.0
197,The SaaS Co.,thesaas.co,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Marketing Automation,1080000.0,1080000.0,600000,1080000.0,20.0,20.0
198,Tilkee,tilkee.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,1200000.0,1200000.0,1200000,0.0,800.0,800.0
199,Toofr,toofr.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Marketing Automation,216000.0,216000.0,216000,216000.0,100.0,100.0
200,Troops,troops.ai,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Technical Solutions,0.0,1000000.0,9999996,9999996.0,0.0,200.0
201,Unomy,unomy.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,2000000.0,2000000.0,1992000,0.0,100.0,100.0
202,Winmo,winmo.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Business Intelligence,20988000.0,14000004.0,14000004,14000004.0,3000.0,2000.0
203,Xactly,xactlycorp.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,201600000.0,201600000.0,201600000,201600000.0,1400.0,1400.0
204,Yesware,yesware.com,Commerce & Sales,"Sales Automation, Enablement & Intelligence",Sales Automation,30000000.0,10000000.0,9996000,0.0,1666.0,1666.0
205,Leaddyno,leaddyno.com,Commerce & Sales,Affiliate Marketing & Management,Marketing Automation,1044000.0,1044000.0,720000,1044000.0,3000.0,3000.0
206,Linktrust,linktrust.com,Commerce & Sales,Affiliate Marketing & Management,Marketing Automation,4000000.0,1000000.0,996000,996000.0,110.0,110.0
207,Brightpearl,brightpearl.com,Commerce & Sales,Ecommerce Marketing,Sales Automation,11500000.0,11350000.0,7700000,11496000.0,913.0,913.0
208,Etailinsights,etailinsights.com,Commerce & Sales,Ecommerce Marketing,Business Intelligence,1350000.0,1350000.0,1350000,0.0,150.0,150.0
209,Feedvisor,feedvisor.com,Commerce & Sales,Ecommerce Marketing,Marketplace,18000000.0,15000000.0,15000000,15000000.0,600.0,500.0
210,Getmetrilo,metrilo.com,Commerce & Sales,Ecommerce Marketing,Sales Automation,810000.0,810000.0,216000,810000.0,450.0,450.0
211,loop54,loop54.com,Commerce & Sales,Ecommerce Marketing,Sales Automation,3100000.0,3100000.0,1600000,3120000.0,130.0,130.0
212,SaleCycle,salecycle.com,Commerce & Sales,Ecommerce Marketing,Marketing Automation,30000000.0,30000000.0,20400000,30000000.0,500.0,500.0
213,smartassistant,smartassistant.com,Commerce & Sales,Ecommerce Marketing,Sales Automation,50000000.0,12000000.0,12000000,12000000.0,100.0,100.0
214,Skubana,skubana.com,Commerce & Sales,Ecommerce Platforms & Carts,Business Intelligence,18000000.0,18000000.0,3600000,18000000.0,1000.0,1000.0
215,Ace Metrix,acemetrix.com,Data,Audience/Marketing Data & Data Enhancement,Business Intelligence,12000000.0,12000000.0,9600000,12000000.0,100.0,95.0
216,AeroLeads,aeroleads.com,Data,Audience/Marketing Data & Data Enhancement,Marketing Automation,360000.0,360000.0,144000,360000.0,200.0,200.0
217,Bombora,bombora.com,Data,Audience/Marketing Data & Data Enhancement,Marketing Automation,10000000.0,10000000.0,10000000,9999996.0,0.0,4000.0
218,DiscoverOrg,discoverorg.com,Data,Audience/Marketing Data & Data Enhancement,Sales Automation,165000000.0,165000000.0,70000000,165000000.0,4500.0,4500.0
219,Komiko,komiko.com,Data,Audience/Marketing Data & Data Enhancement,Sales Automation,840000.0,720000.0,120000,720000.0,50.0,50.0
220,LeadGenius,leadgenius.com,Data,Audience/Marketing Data & Data Enhancement,Sales Automation,8400000.0,8400000.0,8400000,0.0,200.0,200.0
221,Leadiro,leadiro.com,Data,Audience/Marketing Data & Data Enhancement,Sales Automation,600000.0,600000.0,600000,0.0,20.0,20.0
222,Owler,owler.com,Data,Audience/Marketing Data & Data Enhancement,Business Intelligence,0.0,0.0,0,0.0,0.0,0.0
223,Rocketreach,rocketreach.co,Data,Audience/Marketing Data & Data Enhancement,Sales Automation,42000000.0,840000.0,840000,840000.0,50000.0,1000.0
224,Versium,versium.com,Data,Audience/Marketing Data & Data Enhancement,Business Intelligence,7000000.0,7000000.0,6999996,6999996.0,500.0,500.0
225,BrightFunnel,brightfunnel.com,Data,"Marketing Analytics, Performance & Attribution",Marketing Automation,3500000.0,3500000.0,3480000,3480000.0,70.0,70.0
226,Full Circle Insights,fullcircleinsights.com,Data,"Marketing Analytics, Performance & Attribution",Business Intelligence,4000000.0,4000000.0,3600000,6000000.0,150.0,150.0
227,MSIGHTS,msights.com,Data,"Marketing Analytics, Performance & Attribution",Business Intelligence,4500000.0,4100000.0,3210000,3168000.0,20.0,0.0
228,Musqot Marketing Technology,musqot.com,Data,"Marketing Analytics, Performance & Attribution",Marketing Automation,1200000.0,1200000.0,500000,1200000.0,60.0,60.0
229,TapClicks,tapclicks.com,Data,"Marketing Analytics, Performance & Attribution",Marketing Automation,13200000.0,13200000.0,8000000,13200000.0,3000.0,3000.0
230,Crazy Egg,crazyegg.com,Data,Mobile & Web Analytics,Business Intelligence,0.0,1200000.0,1200000,1200000.0,0.0,4000.0
231,Localytics,localytics.com,Data,Mobile & Web Analytics,Business Intelligence,0.0,29000000.0,29520000,29520000.0,600.0,600.0
232,Lucky Orange,luckyorange.com,Data,Mobile & Web Analytics,Business Intelligence,3600000.0,1800000.0,1800000,1800000.0,15000.0,15000.0
233,Woopra,woopra.com,Data,Mobile & Web Analytics,Business Intelligence,3600000.0,3600000.0,3600000,0.0,1000.0,1000.0
234,Databox,databox.com,Data,Dashboards & Data Visualization,Business Intelligence,1092000.0,1092000.0,276000,1092000.0,650.0,650.0
235,Klipfolio,klipfolio.com,Data,Dashboards & Data Visualization,Business Intelligence,7200000.0,6000000.0,6000000,6000000.0,8500.0,8500.0
236,Screenful,screenful.com,Data,Dashboards & Data Visualization,Business Intelligence,180000.0,180000.0,72000,180000.0,300.0,300.0
237,Looker,looker.com,Data,Business/Customer Intelligence & Data Science,Business Intelligence,0.0,85000000.0,28800000,79000000.0,1300.0,1200.0
238,Profitwell,profitwell.com,Data,Business/Customer Intelligence & Data Science,Business Intelligence,12000000.0,8000000.0,3600000,7992000.0,500.0,0.0
239,RJMetrics,rjmetrics.com,Data,Business/Customer Intelligence & Data Science,Business Intelligence,0.0,3999996.0,3999996,3999996.0,400.0,400.0
240,SigOpt,sigopt.com,Data,Business/Customer Intelligence & Data Science,Technical Solutions,720000.0,600000.0,600000,600000.0,12.0,12.0
241,Astronomer,astronomer.io,Data,"iPaaS, Cloud/Data Integration & Tag Management",Connecting Data Sources,720000.0,720000.0,600000,720000.0,20.0,20.0
242,elastic.io,elastic.io,Data,"iPaaS, Cloud/Data Integration & Tag Management",Technical Solutions,2400000.0,0.0,1200000,2400000.0,200.0,200.0
243,ObservePoint,observepoint.com,Data,"iPaaS, Cloud/Data Integration & Tag Management",Business Intelligence,0.0,10000000.0,5000000,9996000.0,250.0,250.0
244,Segment,segment.com,Data,"iPaaS, Cloud/Data Integration & Tag Management",Technical Solutions,0.0,96000000.0,96000000,96000000.0,4000.0,4000.0
245,SnapLogic,snaplogic.com,Data,"iPaaS, Cloud/Data Integration & Tag Management",Technical Solutions,100000000.0,90000000.0,90000000,90000000.0,750.0,750.0
246,Talend Open Source Integration,talend.com,Data,"iPaaS, Cloud/Data Integration & Tag Management",Business Intelligence,150000000.0,140000000.0,100000000,132000000.0,0.0,1500.0
247,Workato,workato.com,Data,"iPaaS, Cloud/Data Integration & Tag Management",Technical Solutions,0.0,30000000.0,10000000,30000000.0,1000.0,1000.0
248,Zapier,zapier.com,Data,"iPaaS, Cloud/Data Integration & Tag Management",Technical Solutions,0.0,20000000.0,19999992,19999992.0,0.0,60000.0
249,Radius,radius.com,Data,Predictive Analytics,Sales Automation,0.0,0.0,0,0.0,500.0,100.0
250,HireMojo,hiremojo.com,Management,Talent Management,Human Resources,2400000.0,2400000.0,720000,2400000.0,200.0,200.0
251,JazzHR,jazzhr.com,Management,Talent Management,Human Resources,9000000.0,9000000.0,7200000,8000000.0,3500.0,3500.0
252,Jobscience,jobscience.com,Management,Talent Management,Human Resources,18000000.0,18000000.0,12000000,18000000.0,500.0,500.0
253,RecruiterBox,recruiterbox.com,Management,Talent Management,Human Resources,6000000.0,4000000.0,2700000,3996000.0,2100.0,2100.0
254,SwoopTalent,swooptalent.com,Management,Talent Management,Human Resources,2295000.0,2295000.0,600000,2280000.0,27.0,27.0
255,Weekdone,weekdone.com,Management,Talent Management,Team Communication,900000.0,900000.0,420000,900000.0,900.0,900.0
256,Workable,workable.com,Management,Talent Management,Human Resources,20000000.0,20000000.0,14000000,19992000.0,6000.0,6000.0
257,Atlassian,atlassian.com,Management,Product Management,Team Communication,1000000000.0,1000000000.0,548000000,740000000.0,0.0,0.0
258,Wrike,wrike.com,Management,Product Management,Team Communication,0.0,88800000.0,28800000,50000000.0,18000.0,18000.0
259,Host Analytics,hostanalytics.com,Management,Budgeting & Finance,Business Intelligence,50000000.0,40000000.0,48000000,48000000.0,700.0,700.0
260,Doodle,doodle.com,Management,Collaboration,Misc,750000.0,750000.0,750000,750000.0,30000.0,25000.0
261,Front,frontapp.com,Management,Collaboration,Human Resources,8712000.0,8712000.0,2904000,8712000.0,1700.0,1700.0
262,Hiver,hiverhq.com,Management,Collaboration,Team Communication,1380000.0,1380000.0,1380000,1380000.0,1000.0,1000.0
263,Jostle,jostle.me,Management,Collaboration,Human Resources,12000000.0,6000000.0,6000000,6000000.0,500.0,500.0
264,Ryver,ryver.com,Management,Collaboration,Team Communication,1000000.0,840000.0,840000,840000.0,2000.0,1000.0
265,Sococo,sococo.com,Management,Collaboration,Team Communication,2700000.0,2700000.0,1800000,2700000.0,300.0,300.0
266,Zinc,zinc.it,Management,Collaboration,Team Communication,0.0,1000000.0,999996,999996.0,70.0,70.0
267,Agiloft,agiloft.com,Management,Projects & Workflow,Sales Automation,50000000.0,10000000.0,9996000,9996000.0,0.0,1000.0
268,Assembla,assembla.com,Management,Projects & Workflow,Technical Solutions,12000000.0,10800000.0,6500000,10800000.0,3500.0,3500.0
269,Dapulse,dapulse.com,Management,Projects & Workflow,Team Communication,0.0,13000000.0,6500000,17000000.0,15000.0,15000.0
270,LiquidPlanner,liquidplanner.com,Management,Projects & Workflow,Team Communication,15000000.0,5000000.0,7392000,0.0,1800.0,1800.0
271,MavenLink,mavenlink.com,Management,Projects & Workflow,Team Communication,0.0,0.0,0,0.0,10000.0,5000.0
272,Process Street,process.st,Management,Projects & Workflow,Team Communication,960000.0,840000.0,840000,840000.0,1000.0,500.0
273,ProcessMaker,processmaker.com,Management,Projects & Workflow,Technical Solutions,10000000.0,10000000.0,10500000,10500000.0,350.0,350.0
274,Pipefy,pipefy.com,Management,Agile & Lean Management,Technical Solutions,600000.0,600000.0,600000,600000.0,400.0,400.0
275,Teamwork.com,teamwork.com,Management,Agile & Lean Management,Team Communication,18000000.0,18000000.0,12000000,18000000.0,20000.0,20000.0
276,CB Insights,cbinsights.com,Management,Vendor Analysis,Business Intelligence,20000000.0,12000000.0,18000000,0.0,500.0,500.0
